member_name,top_keywords
κανταρτζης κλεομενη αχιλλεας,"βιντεοσκοπης, κρυβεστ, δικαιοσυν, ανησυχι, συμπορευοντα, ανεξαρτησι, μετρ, αρεστ, αστυνομι, καμερ, δηθεν, διαδηλως, παραιτης, αρχ, αιτιολογικ, ανεξαρτητ, πισω, δικαστ, διωξ, δεδ"
καπερναρος ηλια βασιλειος,"νομιμως, τηλεοπτικ, νομιμοποιης, λειτουργ, σταθμ, περιλαμβανετ, ονοματεπωνυμ, χρει, αποσαφηνις, δεχτ, κρινετ, καταλαβατ, νομιμοποι, ραδιοτηλεοπτικ, αναφερεστ, εβγαλ, δωστ, μελλοντικ, ψηφιστ, ενδεχ"
καππατος σπυριδωνος-διονυσιου παναγης,"2020, προυπολογισμ, δημοσιονομικ, κληροδοτης, οικονομικ, στοχ, 2019, αποτελ, πλεονασματ, πλεονασμ, οικονομι, προκειτα, 2018, αναπτυξ, προηγ, 2016, εξαμην, πρωτογεν, μειως, 289"
καραγιαννιδης γεωργιου χρηστος,"τοξ, ουρανι, παιδι, λεν, ζευγαρι, αποψ, προσανατολισμ, κοινωνι, γον, επιστημονικ, υγιως, ομοφυλ, κκε, αποχρως, σεξουαλικ, καταπληκτικ, μεγαλως, εγραψ, ωριμοτητ, καπιταλισμ"
καραγκουνης ανδρεα κωνσταντινος,"σεισαχθει, γενικως, εκπροθεσμ, ενστολ, δανει, αδικι, ανακεφαλαιοποιης, δριτς, αντιλαμβανεστ, ασχετ, λογικ, περας, κινδυνολογω, λασκ, σημαιν, επιδερμικ, κουικ, νταισελμπλουμ, πιαστω, αρουμ"
καραγκουνης βελισαριου ανδρεας,"000, 1992, παμ, 1989, οργανισμ, 062, 355, 705, 789, 859, λιγοστεψ, 188, 515, 113, γεωτεχνικ, λιανικ, μαθετ, ελαιολαδ, ενδιαφερ, χρονοβορ"
καραθανασοπουλος πετρου νικολαος,"λαικ, κεφαλαιοκρατ, λα, εργατικ, ευρωπαικ, ομιλ, δανειακ, ενως, ταξικ, κεφαλαι, ζητημ, παλ, ταξ, υγει, ιμπεριαλιστικ, μονοπωλιακ, συμβας, απεναντι, αντιλαικ, κκε"
καρακωστα ελευθεριου ευαγγελια (ευη),"natura, 2000, περιβαλλοντικ, καλησπερισω, οικοτουριστικ, διαχειρις, ξεναγης, απαξιωνουμ, παζλ, διαχειριστουμ, παραδειγματ, προστατευ, πραγματικ, ερχομαστ, διαβουλευς, δραστηριοτητ, διαδικασι, χαρ, περιοχ, τοπικ"
καρακωστας μιχαηλ ιωαννης,"αγροτ, καλογερ, οικοδομηματ, πλινθ, καλως, αγροτοπαιδ, δεχτηκατ, σκελετ, καχυποψι, νομαρχιακ, φερνετ, βαλτ, συνεισφερ, 15, προχειροτητ, νομαρχ, ασφαλιζουμ, ασφαλισουμ, ημιαγροτ, καθης"
καραμανλη αρκαδιου αννα,"κρεσεντ, στειρ, συγγνωμ, ψεματ, ζητης, γνωστ, εκαν, προηγ"
καραμανλης αλεξανδρου κωνσταντινος,"κοινωνικ, αναπτυξ, ανεργι, πρωθυπουργ, κοινωνι, πολιτ, νε, θες, εθνικ, ελλαδ, αξον, προτας, σταθεροτητ, κρατ, ψηφιακ, προυπολογισμ, στρατηγικ, αγορ, ρωτησουμ, εκπαιδευς"
καραμαριος εμμανουηλ αναστασιος,"συγκοινωνι, δηλ, 111999, nulla, εισε, μεριδ, ελαιοδενδρ, ξεχωρις, αναπτυξ, επιτυχουμ, αιγαι, περιφερ, ακτοπλοικ, παραλι, περισς, νης, περιφερει, αυξηθ, μαζεψουμ, μπερδε"
καραμπινας ιωαννη κωνσταντινος,"ιονι, οδ, αυτοκινητοδρομ, δυτικ, αρτ, κατασκευ, εγνατι, αντιμετωπιζατ, εργ, μπαλωματ, δημοκρατι, συνδες, αναπτυξ, λα, ηπειρ, ελλαδ, ακτι, διακυβερνης, κατασκευαζετα, βορρ"
καρανικας δημητριου ηλιας,"νοσηλει, μικροεπεμβας, εισπραξ, μετραμ, τιμοσιδ, νοσοκομει, παραδως, επιμενω, χιλιομετρ, ανοσολογ, διεκπεραιωνοντα, ξαναδουλεψ, συμβ, αντισηψι, γυρναν, γιατρ, 50, αργι, εφημερευ, καταστημ"
καραογλου γεωργιου θεοδωρος,"helexpo, πετυχαμ, δεθ, δημοσι, θρακ, εκθεσιακ, μακεδονι, αναπτυξ, συγχωνευς, προυπολογισμ, ελληνικ, οικονομι, παραλαβαμ, βορει, πλεονασμ, αναπτυξιακ, λα, εταιρει, 2014, προχωρουμ"
καρασμανης αθανασιου γεωργιος,"παραγωγ, γενναι, βαμβακοπαραγωγ, ταμει, ενημεροτητ, μεταφερετ, ελγ, θεσαμ, περιμενετ, εγκυκλι, φτιαξουμ, ασαφ, τοκ, πληρωθ, ημερομηνι, 311297, αποσαφηνισουμ, κατω, βιβλικ, παραδεχεσθ"
καρατζαφερης ιωαννη γεωργιος,"επενδυς, λεφτ, βγενοπουλ, ελλαδ, παπακωνσταντιν, αοζ, κυπρ, πωλειτα, τραπεζ, ευρωπ, κατω, αναπτυξ, γειτονι, ip, ερχετα, γερμανι, ερθ, δημοκρατι, βρειτ, χρηματ"
καριπιδης δημητριου αναστασιος,"αποδημ, ελληνισμ, συνελευς, συγκλης, γραμματει, ελλαδ, ρολ, σημαντικ, διαφανει, κομμα, αγαπ, γενικ, οργαν, πατριδ, επιχορηγης, οφειλουμ, ομογεν, αρμοδιοτητ, οργανως, ελεγχ"
καρταλης ιωαννη κωνσταντινος,"προσδοκω, ανακολουθ, πανεπιστημι, διαμαρτυρι, στρεφετ, ανακαλεσετ, διαμαρτυρηθ, μομφ, φοιτητικ, αναταραχ, ακολουθουμ, καταληψ, επεισοδι, μεταξυ, μακαρι, μυαλ, θρησκευματ, γλωσς, ευλογ, επαναληψ"
καρυδης μιχαηλ δημητριος,"φορολογικ, φοροδιαφυγ, εσοδ, εισοδηματ, αφορολογητ, συστημ, νησι, νεανικ, πειραι, μισθωτ, τεκμηρι, μηχανισμ, φοροδιαφευγ, συνταξιουχ, παραοικονομι, εισπρακτικ, επιχειρηματικοτητ, φορολογης, χαμηλ, προσδιορισμ"
καρχιμακης ελευθεριου μιχαηλ,"μιλατ, εξαπατησατ, leasing, ακουσαμ, ελεγξατ, ευνοιοκρατι, καταπολεμησετ, σπαταλ, γκολφ, διαφανει, υποσχεθηκατ, προκαταβολ, προκει, θερμανς, κοινωνι, λιτοτητ, ελεγχ, ευθει, δαπαν, παντου"
κασαπιδης δημοσθενη γεωργιος,"πατριδ, εκτροφ, ελαιολαδ, εγκαταστας, κτηνοτροφ, κτηνοτροφικ, παραγωγ, αγορ, ζω, κτηνοτροφι, κλαδ, γουνοφορ, μοναδικ, φυλ, μοναδ, παρθεν, μητρω, αγροτικ, νομιμοποιης, δραστηριοτητ"
κασιδιαρης παναγιωτη ηλιας,"εσπα, μπομπολ, ελλακτωρ, κατασκευαστικ, κονδυλι, συριζα, εταιρ, αβαξ, νταβατζηδ, τερν, διορις, ελλαδ, χρυς, ομιλ, 2013, 2007, ξαδελφ, πηγ, ισοπεδωθ, ψυχαρ"
κασιματη γεωργιου ειρηνη (νινα),"κερατσιν, πειραι, περιοχ, ανακριβει, μουσουλμανικ, κορυδαλλ, δημ, αναπλας, μειονοτητ, εργ, οντως, ουτως, παραχωρης, επαφ, bureau, follow, up, αζερι, επιτακτικοτητ, λωζανν"
κασιμης παναγιωτη θεοδωρος,"ντροπ, δεχομαστ, ελεγχθειτ, κοροιδευω, αδιαφανως, εξαπατησετ, γελατ, διαμαρτυρηθω, διαχειριζεστ, ελληνικ, λα, αφαιρειτ, προθες, κουβεντιασουμ, γεμις, κοινοβουλι, ερθω, αγανακτης, καταντης, ερθετ"
κασσης αριστειδη μιχαηλ,"οχηματ, ρυθμιζοντα, αερομεταφορ, λειτουργι, αρχ, αεροπορικ, θεματ, βελτιως, αεροδρομι, σχετιζοντα, ψηφιοποιης, τεχνικ, πρατηρι, αερολι, πτης, εκσυγχρονισμ, αντιμετωπιζοντα, ταυτοχρον, διαθεσιμ, καυσιμ"
καστανιδης γεωργιου χαραλαμπος,"μαθηματικ, μαγικ, αυτονομι, τσιτουριδ, αναπτυξ, συνεντευξ, χρηματιστηρι, αναγνως, ανεργι, γριφ, υψηλ, μετοχ, κοινοβουλι, ατομικ, εφαρμοστ, μαγ, αυξης, συλλογικ, οικονομολογ, δεικτ"
κατριβανου ηλια βασιλικη,"ασφαλει, σωφρονιστικ, φυλακ, εναντι, αλεξισφαιρ, καρελ, αποδωσετ, κρατουντα, τσουκαλ, κορυδαλλ, φρουρ, δολοφονι, τρικαλ, ανθρωπ, εξαρτης, δικαι, δωστ, δινοντα, δω, πραγματικ"
κατρινης ιωαννη μιχαηλ,"λογαριασμ, καμμι, καταργουντα, καθημερινοτητ, ειδικ, νε, γενι, πραγματικοτητ, επαγγελματι, δυσαρεσκει, αδιαφανει, πολιτ, κυνικ, πασιφαν, αποτυχι, πηραμ, βελτιωσετ, επιτειν, πιο, λαικ"
κατρουγκαλος στελιου-παναγιωτη γεωργιος,"pasokification, εργασιακ, επιθεωρης, δικαι, εργαζ, εργασι, υφιστατα, αλλοδαπ, αναφερατ, 593, californication, chili, peppers, red, αναστρεψουμ, αρρωστησω, δραστηριοποιησουμ, επακρ, πασοκοποιης, καταγγελι"
κατσαβρια-σιωροπουλου αθανασιου χρυσουλα,"βαμβακοσπορ, ρομα, ριχ, παιδι, εκπαιδευς, εκπαιδευτικ, chloride, mepiquat, ppm, εξαχθ, ορι, τσιγγαν, υπολειμματ, περιθωριοποιης, προκαταληψ, σχολει, εμποδιζ, αποτελ, συμμετοχ, 2016"
κατσανεβας κωνσταντινου θεοδωρος,"συντεχνι, οικονομολογ, ατυχης, αλιμονο, στομαχ, ζην, λεξ, περιβαλλον, ενθ, ζησουμ, νοειτα, σοβιετικ, αντιγραφ, μπορεσουμ, ισορροπι, ακουγ, υπολογιστ, ανθρωπ, αρνης, γνωριζετ"
κατσανιωτης ιωαννη ανδρεας,"νιως, μεταμνημονιακ, τριαμις, εφορι, αγροτ, πετρελαι, φτηνυν, αιγιαλει, σφυριζ, πιστευ, ακριβ, κρυβεσα, απολογειστ, λιπασμ, σταφιδ, εφταιγ, ζησουμ, καταστραφ, εξεταζετα, πανακριβ"
κατσαρος ιωαννη ιωαννης,"αγροτ, καλλιεργ, περιοχ, χαμηλοτοκ, αρδευτικ, απαντης, γεωργι, συνεταιρισμ, εργ, υψηλ, θετικ, ανομβρι, ιτε, παρασαγγ, συνταξιουχ, καταστροφ, ζημι, φερρ, δανει, συνασπισμ"
κατσελη πελοπιδα λουκια-ταρσιτσα (λουκα),"περιορισμ, κρουαζιερ, οκτω, παρανοης, αναπτυξω, ευχαριστως, βοριδ, αφετηρι, λιμαν, παραμον, εισηγης, σαραντα, ακους"
