member_name,top_keywords
ιωαννης στουρναρας,"ελεγχ, φορολογ, φορολογικ, περιπ, 2009, πρωτογεν, ευρωζων, φοροδιαφυγ, ελεγκτ, τελ, taxis, δημοσι, αεπ, εμβασματ, εικοσι, πλεονασμ, αποκρατικοποιης, τριαντα, βας, σδο"
ιωαννιδης δημητριου ιωαννης,"επεις, στιβ, σακοραφ, μαχαιρ, γηπεδ, δεκατεσσερ, τελειωσουμ, αντιμετωπιζοντα, τελειωσω, αφηστ, δικι, σταματης, ατομ, σιγουρ, μις, κανονισμ, μιλης, τροπ, πολλ, ιδι"
ιωαννιδης ιωαννη φοιβος,"διωξ, ασυλι, εξαιρεσατ, μηνυς, προκαταρκτικ, εισαγγελε, περιπτως, καταστροφ, πολιτικ, αδικηματ, νομικ, ροκ, δημ, εξετας, αλλαξουμ, ποινικ, αβασιμ, επιχορηγης, δικαστηρι, ratio"
καββαδας ιωαννη αθανασιος,"δρομολογι, γραμμ, εγγυαστ, διαγωνισμ, δεσμευεστ, καλοκαιρ, ναυλ, αποκομ, κοβετ, νησι, αεροπορικ, αγον, χειμων, απομονωνετ, εκθεσατ, επιχειρηματ, ακτι, τιναχθ, σητει, πλακιωτακ"
καζακος αναστασιου κωνσταντινος,"ανδρ, λεηλατηθ, αθλητισμ, εμπορ, πυραμιδ, χορηγι, γιγαντιαι, δρομ, φιλοσοφι, τεραστι, κερδ, δρας, αντιληψ, εξουσι, ευθυν, μονοπωλι, αρχ, κλιμ, αναβολικ, αποδρ"
καιριδης κωνσταντινου δημητριος,"γερμανι, λιθανθρακ, ηλεκτροπαραγωγ, energiewende, αστραπιαι, απαρατηρητ, κιναλ, παντει, ευθ, περιπλοκ, μεινω, ξεν, πηγ, αποτελεσματ, κανονισμ, αυξης, ταξ, χαιρομα, 2038, telemarketing"
καισερλης γεωργιου κωνσταντινος,"δημ, πυροσβεστικ, μεταρρυθμις, νησακ, μακριν, αποτελεσματικοτητ, εμαθ, ποιοτητ, διαδικτυ, ευρωπ, κοπ, αξιζ, ξαναμπηκ, φτιαξαν, δωδεκαετ, δωδεκαετι, ζησω, διακυβερνης, κουτοφραγκ, διπλασιαζοντα"
κακλαμανης μιχαηλ νικητας,"2017, 10, νοσοκομει, συνοδιν, σφ, μιλης, πικπ, ωνασει, επικαλεισθ, 31, ακτινοθεραπει, εικοσι, αγορητ, ανακοινωσω, κερδοσκοπικ, παρκ, αθην, δωσω, ωραι, απαντης"
κακλαμανης χρηστου αποστολος,"κατεθες, 2002, αναφορ, ζητ, 12, αχαι, εγγραφ, υπ, ακολουθ, δοθηκ, 93, 02, απαντης, ευβοι, σχετικ, επιχορηγης, προγραμματ, ας, 11, κανονισμ"
καλαμακιδης ιορδανη ιωαννης,"λουτρ, αιδηψ, τακ, διευκολυν, περιοχ, γεωργι, κοινοτητ, αυτοτελ, κωστ, παρουσιαζ, τας, kοινότητα, ανδρουτσοπουλ, βγοντζ, γερογιανν, γκολφινοπουλ, θεοτοκατ, ιδεαλισμ, ιδιορρυθμι, κομπολ"
καλαματιανος χρηστου διονυσιος-χαραλαμπος,"υποθηκοφυλακ, προυπηρεσι, υπερβαλλ, δημοσι, γνωμοδοτης, εννια, διδασκαλι, δικαστ, ανανεωσετ, ανταποδιδ, υπερβαλλοντ, υποθηκοφυλακει, 2145, προσθετετ, φορολογητε, παρατεινετα, μπ, ερευν, μηχανογραφης, διευκρινιστ"
καλαντζακος γεωργιου αριστειδης,"διαβεβαιωσω, εργασι, οργανισμ, οαεδ, 1876, χαλκιδικ, υπαλληλ, δευτεροβαθμι, καταρτις, 8591, αποτανθ, οργασμ, σωρευοντα, αρκ, επαγγελματικ, αποστολ, τμηματαρχ, γραφει, αναφερομεθ, δημιουργουσαμ"
καλαντζακου αριστειδη σοφια,"ζαχαρ, ναους, θητει, εργοστασι, εργαζ, βιομηχανι, αμυν, οπλιτ, απολυ, κλωστουφαντουργικ, μηνιαι, βιοαιθανολ, κλωστηρι, μειως, κλωστουφαντουργι, παραλυς, ελληνικ, προβληματ, 2006, οδηγησετ"
καλαντζης κωνσταντινου γεωργιος,"2013, σχετικ, 16, θανας, τμημ, νακ, 2012, δημοκρατι, οικονομικ, πολιτικ, νε, κυκλ, τιμ, κωνσταντιν, αναπτυξ, μπαρκ, αριστερ, πολιτισμ, βολ, ενωτικ"
καλαφατης αθανασιου σταυρος,"περιπετ, αντεχ, παραλογισμ, αποτρεπ, τοπ, πατριωτικ, συγκυβερνης, ελλην, πραγματικ, φανταζομα, καλως, κλεινω, ακολουθης, βαλ, λειτουργης, αρκετ, νομοθετικ, υπαρξ, ρυθμις, ελλαδ"
καλαφατης παναγη αλεξανδρος,"ναυπηγει, 703, 1977, ανταγωνισμ, διανομ, προστιμ, καταγγελι, περιοδικ, αποφας, αιτης, κριτηρι, τυπ, εταιρ, φθαν, ληψ, ιουνι, πετυχ, διεφερ, προαναφερεστ, συμμορφωνοντα"
καλλιωρας δημητριου ηλιας,"τιτλοποιης, βιβλ, eads, 37, επετρεψ, οραματ, εφημεριδ, σημιτ, μελλοντικ, μαυρ, 26η, 750000000, dasa, απηργης, αυτοβουλ, μοιραζοντ, περιελαβαμ, σκορδαλι, συντρωγ, eurofighter"
καλογιαννης ελευθεριου σταυρος,"εκπομπ, τροποποι, γενετικως, αερι, εθνικ, σπορ, θερμοκηπι, χω, κιοτ, οδηγι, κλιματικ, πρωτοκολλ, μετρ, κτηρι, ανθρακ, ευρωπαικ, ενεργειακ, συγκεκρι, εμπορι, χωρ"
καλογιαννης σταυρου ελευθεριος,"επιμεν, προτας"
καλος βασιλειου γεωργιος,"μαγ, χρονιαρ, δωρ, παντ, προυπολογισμ, φερν, παραπον, τελ, 1999, αδικι, οντως, φτας, ανακηρυσσουμ, βαλτασαρ, γκασπαρ, διαδικας, εννιαρι, ευφι, μαγειρε, μελχιορ"
καλουδης γερασιμου σπυριδων,"τελειωσω, αντιπροεδρ, διευκρινις, υστερα, ευαισθησι, αντιληψ, λεγ"
καματερος ιωαννη ηλιας,"ελπιζουμ, πιεζ, καρτ, δυναστ, κοσμ, δος, επιχειρηματι, προσφυγικ, λογαριασμ, ιδεολογι, συσχετισμ, εφαρμοσουμ, κινηθ, δανειστ, πετυχουμ, χρης, σταδιακ, εφαρμος, δωδεκα, αυτοκτον"
καμινης βασιλειου γεωργιος,"ασυλ, μουζαλ, επιστροφ, αναστολ, αιτηματ, απροβλεπτ, εκτακτ, ακουσουμ, προσωριν, δηλως, περιπτως, επιτρεπετα, ισχυ, τουρκι, μαροκιν, μαχρεμπ, μελιγι, πηδηξ, υποβαλλοντ, μπορους"
καμμενος ηλια παναγιωτης (πανος),"λιγνιτ, δε, τζιβ, mw, ενεργει, βληματ, τροικα, μυθ, κοιτασματ, τροχαι, τον, μοναδ, δωριζοντα, ντιζελ, υδροηλεκτρικ, ελληνικ, ορυχει, αμυν, παραγωγ, αιγαι"
καμμενος κωνσταντινου δημητριος,"νομισμ, διπλ, ακινητ, ελλαδ, iou, ious, εργασι, αραβ, τεχνικ, καρακωστ, σοιμπλ, γιουνκερ, εξυπν, μανιατ, μισθοδοσι, ενοικι, συγκυβερνης, σεβομα, φτιαξουμ, δινω"
κανελλη χρηστου γαρυφαλλια (λιανα),"πατριδ, εξωτερικ, αμειβ, πληροφορι, παρμενι, λιρ, νορβηγι, wall, καθησυχασετ, παραγωγ, the, κροατι, βολικ, κεντρ, καναλι, στρατευματ, πολιτικ, ραδιοτηλεοπτικ, 12, νομικ"
κανελλοπουλος αναστασιου λαμπρος,"ενισχυσω, αντιμετωπιστ, βουλης, ζητημ, πολιτικ"
κανελλοπουλος πετρου αθανασιος,"εεργδ, πρ, 1982, 1983, αθ, νοβ, 1981, 42, μετρω, 40, 1984, κοσκωτ, 41, 353, νοβ32, πειρ, 1988, 3044, διαπλαστικ, εκφασισμ"
κανελλοπουλου αθανασιου κρινιω,"μουσει, κομματι, ευκολ, αναφερθηκ, δημιουργειτα, ατιολογικ, σκοπευω, αρχην, τατουλ, χουρμουζιαδ, θεωρω, απαντηθηκ, διαμαχ, δημοσι, ασκηθηκ, διαφορετικ, προστατευετα, συμβας, ευελιξι, δικαι"
κανελλοπουλου ανδρεα μαρια,"βουλτεψ, περιθωρι, δεσμευς, προηγ"
κανταρτζης κλεομενη αχιλλεας,"βιντεοσκοπης, κρυβεστ, δικαιοσυν, ανησυχι, συμπορευοντα, μετρ, ανεξαρτησι, αρεστ, αστυνομι, δηθεν, καμερ, διαδηλως, αρχ, παραιτης, αιτιολογικ, ανεξαρτητ, πισω, δεδ, δικαστ, διωξ"
καπερναρος ηλια βασιλειος,"νομιμως, τηλεοπτικ, νομιμοποιης, λειτουργ, σταθμ, περιλαμβανετ, ονοματεπωνυμ, χρει, αποσαφηνις, δεχτ, κρινετ, απεγνως, νομιμοποι, ρωταω, ραδιοτηλεοπτικ, καταλαβατ, απαντα, ρητορικ, εβγαλ, πειραζ"
καππατος σπυριδωνος-διονυσιου παναγης,"2020, προυπολογισμ, δημοσιονομικ, οικονομικ, κληροδοτης, πολιτικ, στοχ, 2019, αποτελ, πλεονασματ, προκειτα, οικονομι, πλεονασμ, 2018, αναπτυξ, προηγ, 2016, εξαμην, πρωτογεν, μειως"
καρα τριανταφυλλου μαρια,πρωτολογι
καραγιαννιδης γεωργιου χρηστος,"τοξ, ουρανι, παιδι, λεν, αποψ, ζευγαρι, προσανατολισμ, κοινωνι, γον, επιστημονικ, υγιως, ομοφυλ, κκε, αποχρως, σεξουαλικ, μεγαλως, εγραψ, καταπληκτικ, ωριμοτητ, καπιταλισμ"
καραγκουνης ανδρεα κωνσταντινος,"σεισαχθει, γενικως, εκπροθεσμ, δανει, ενστολ, αδικι, ανακεφαλαιοποιης, δριτς, αντιλαμβανεστ, λογικ, περας, ασχετ, σημαιν, κινδυνολογω, λασκ, επιδερμικ, νταισελμπλουμ, πιαστω, αρουμ, θεωρησετ"
καραγκουνης βελισαριου ανδρεας,"000, 1992, παμ, 1989, οργανισμ, 062, 355, 705, 789, 859, λιγοστεψ, 188, 515, 113, γεωτεχνικ, αποδεικτικ, λιανικ, ενδιαφερ, ελαιολαδ, μαθετ"
καραθανασοπουλος πετρου νικολαος,"λαικ, κεφαλαιοκρατ, λα, ευρωπαικ, εργατικ, ομιλ, ενως, δανειακ, ταξικ, ζητημ, πολιτικ, κεφαλαι, ταξ, υγει, παλ, ιμπεριαλιστικ, συμβας, μονοπωλιακ, απεναντι, αντιλαικ"
